risk_level,repo_domain,candidate_type,primary_service,branch_type,workflow_kind,hour,day_of_week,is_weekend,is_friday,is_off_hours,is_deployment_intent,run_attempt,commit_age_hours,commit_parent_count,additions,deletions,code_churn,changed_files,file_extension_entropy,service_area_count,service_criticality,is_database_migration,is_infrastructure_change,is_dependency_change,is_config_change,is_security_change,is_test_change,test_to_source_file_ratio,is_docs_only,has_lockfile_change,is_hotfix,is_revert,is_breaking_change,deployments_7d,deployments_30d,recent_change_velocity_7d,past_failed_runs_7d,past_failure_rate_30d,past_incidents_14d,past_rollbacks_30d,time_since_last_deployment_hours,actor_prior_deployments,actor_prior_failure_rate,service_deployments_30d,service_incident_rate_30d,on_call_available,expected_on_call_response_minutes,on_call_load_24h
Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,quality,9,4,0,1,0,0,1,0.001388888888888889,1,119,2,121,4,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,51,51,1301.0,2,0.0392156862745098,35,12,0.0,3.0,0.0,47,0.6595744680851063,1,42.0,49
Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,verification,9,4,0,1,0,0,1,0.001388888888888889,1,119,2,121,4,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,52,52,1422.0,2,0.038461538461538464,36,12,0.0,4.0,0.0,48,0.6666666666666666,1,42.0,50
Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,9,4,0,1,0,0,1,0.001388888888888889,1,119,2,121,4,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,53,53,1543.0,2,0.03773584905660377,37,13,0.0,5.0,0.0,49,0.673469387755102,1,42.0,51
Low,delivery-platform,mainline_delivery_proxy,shared_platform,release,verification,10,4,0,1,0,0,1,0.0011111111111111111,1,119,2,121,4,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,54,54,1664.0,3,0.05555555555555555,38,13,0.9063888888888889,6.0,0.16666666666666666,50,0.68,1,42.0,46
Low,delivery-platform,mainline_delivery_proxy,shared_platform,release,quality,10,4,0,1,0,0,1,0.0011111111111111111,1,119,2,121,4,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,55,55,1785.0,3,0.05454545454545454,39,14,0.0,7.0,0.14285714285714285,51,0.6862745098039216,0,121.76,47
Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,10,4,0,1,0,0,1,0.0008333333333333334,1,59,4,63,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,56,56,1906.0,3,0.05357142857142857,39,14,0.8416666666666667,8.0,0.125,52,0.6730769230769231,1,42.0,48
Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,quality,10,4,0,1,0,0,1,0.0011111111111111111,1,59,4,63,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,57,57,1969.0,3,0.05263157894736842,40,14,0.0002777777777777778,9.0,0.1111111111111111,53,0.6792452830188679,1,42.0,49
Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,verification,10,4,0,1,0,0,1,0.0011111111111111111,1,59,4,63,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,58,58,2032.0,3,0.05172413793103448,41,14,0.0,10.0,0.1,54,0.6851851851851852,1,42.0,50
Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,quality,10,4,0,1,0,0,1,0.0011111111111111111,1,59,4,63,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,59,59,2095.0,4,0.06779661016949153,42,14,0.0,11.0,0.18181818181818182,55,0.6909090909090909,1,42.0,51
Medium,delivery-platform,mainline_delivery_proxy,shared_platform,main,quality,10,4,0,1,0,0,1,0.0011111111111111111,1,59,4,63,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,60,60,2158.0,4,0.06666666666666667,42,14,0.0,12.0,0.16666666666666666,56,0.6785714285714286,0,125.57,52
Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,10,4,0,1,0,0,1,0.0011111111111111111,1,59,4,63,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,61,61,2221.0,4,0.06557377049180328,42,14,0.0,13.0,0.15384615384615385,57,0.6666666666666666,1,42.0,53
Low,delivery-platform,mainline_delivery_proxy,identity_security,main,other,10,4,0,1,0,0,1,0.0008333333333333334,1,3,3,6,2,-0.0,2,5,0,0,0,0,1,0,0.0,1,0,0,0,0,62,62,2284.0,4,0.06451612903225806,42,14,0.11666666666666667,14.0,0.14285714285714285,0,0.0,1,42.0,54
Medium,delivery-platform,mainline_delivery_proxy,identity_security,main,quality,10,4,0,1,0,0,1,0.0011111111111111111,1,3,3,6,2,-0.0,2,5,0,0,0,0,1,0,0.0,1,0,0,0,0,63,63,2290.0,4,0.06349206349206349,43,15,0.0002777777777777778,15.0,0.13333333333333333,1,1.0,1,42.0,55
Low,delivery-platform,mainline_delivery_proxy,identity_security,main,verification,10,4,0,1,0,0,1,0.0011111111111111111,1,3,3,6,2,-0.0,2,5,0,0,0,0,1,0,0.0,1,0,0,0,0,64,64,2296.0,4,0.0625,43,15,0.0,16.0,0.125,2,0.5,1,42.0,56
Low,delivery-platform,mainline_delivery_proxy,identity_security,main,quality,10,4,0,1,0,0,1,0.0011111111111111111,1,3,3,6,2,-0.0,2,5,0,0,0,0,1,0,0.0,1,0,0,0,0,65,65,2302.0,4,0.06153846153846154,43,15,0.0,17.0,0.11764705882352941,3,0.3333333333333333,1,42.0,57
Low,delivery-platform,mainline_delivery_proxy,identity_security,main,other,10,4,0,1,0,0,1,0.0011111111111111111,1,3,3,6,2,-0.0,2,5,0,0,0,0,1,0,0.0,1,0,0,0,0,66,66,2308.0,4,0.06060606060606061,43,15,0.0,18.0,0.1111111111111111,4,0.25,1,42.0,58
Low,delivery-platform,mainline_delivery_proxy,identity_security,main,other,11,4,0,1,0,0,1,0.020555555555555556,1,3,3,6,2,-0.0,2,5,0,0,0,0,1,0,0.0,1,0,0,0,0,67,67,2314.0,4,0.05970149253731343,44,15,0.019444444444444445,19.0,0.0,5,0.4,1,42.0,59
High,delivery-platform,mainline_delivery_proxy,infrastructure,main,other,11,4,0,1,0,0,1,0.0008333333333333334,1,3,3,6,3,0.9183,2,4,0,1,0,0,0,0,0.0,0,0,0,0,0,68,68,2320.0,4,0.058823529411764705,44,15,0.2947222222222222,6.0,0.0,0,0.0,1,42.0,60
Medium,delivery-platform,mainline_delivery_proxy,infrastructure,main,quality,11,4,0,1,0,0,1,0.0011111111111111111,1,3,3,6,3,0.9183,2,4,0,1,0,0,0,0,0.0,0,0,0,0,0,69,69,2326.0,4,0.057971014492753624,44,15,0.0002777777777777778,7.0,0.0,1,0.0,1,42.0,61
Medium,delivery-platform,mainline_delivery_proxy,infrastructure,main,quality,11,4,0,1,0,0,1,0.0011111111111111111,1,3,3,6,3,0.9183,2,4,0,1,0,0,0,0,0.0,0,0,0,0,0,70,70,2332.0,4,0.05714285714285714,45,16,0.0,8.0,0.0,2,0.5,1,42.0,62
High,delivery-platform,mainline_delivery_proxy,infrastructure,main,verification,11,4,0,1,0,0,1,0.0011111111111111111,1,3,3,6,3,0.9183,2,4,0,1,0,0,0,0,0.0,0,0,0,0,0,71,71,2338.0,4,0.056338028169014086,46,16,0.0,9.0,0.0,3,0.6666666666666666,1,42.0,63
High,delivery-platform,mainline_delivery_proxy,infrastructure,main,quality,11,4,0,1,0,0,1,0.0011111111111111111,1,3,3,6,3,0.9183,2,4,0,1,0,0,0,0,0.0,0,0,0,0,0,72,72,2344.0,4,0.05555555555555555,47,17,0.0,10.0,0.0,4,0.75,0,127.46,64
Medium,delivery-platform,mainline_delivery_proxy,infrastructure,main,other,11,4,0,1,0,0,1,0.0011111111111111111,1,3,3,6,3,0.9183,2,4,0,1,0,0,0,0,0.0,0,0,0,0,0,73,73,2350.0,4,0.0547945205479452,48,17,0.0,11.0,0.0,5,0.8,1,42.0,65
Low,observability,mainline_delivery_proxy,documentation,main,quality,11,4,0,1,0,0,1,0.001388888888888889,2,0,12,12,1,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,61,61,9433.0,5,0.08196721311475409,38,16,3.4522222222222223,23.0,0.043478260869565216,0,0.0,1,42.0,16
Low,observability,mainline_delivery_proxy,documentation,main,verification,11,4,0,1,0,0,1,0.001388888888888889,2,0,12,12,1,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,62,62,9445.0,5,0.08064516129032258,38,16,0.0,24.0,0.041666666666666664,1,0.0,1,42.0,17
Low,observability,mainline_delivery_proxy,documentation,main,verification,11,4,0,1,0,0,1,0.001388888888888889,2,0,12,12,1,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,63,63,9457.0,5,0.07936507936507936,38,16,0.0,25.0,0.04,2,0.0,0,127.6,18
Low,observability,mainline_delivery_proxy,documentation,main,build,11,4,0,1,0,0,1,0.001388888888888889,2,0,12,12,1,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,64,64,9469.0,5,0.078125,38,16,0.0,26.0,0.038461538461538464,3,0.0,1,42.0,19
Low,delivery-platform,mainline_delivery_proxy,shared_platform,release,verification,12,4,0,1,0,0,1,0.0011111111111111111,1,59,4,63,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,74,74,2356.0,4,0.05405405405405406,49,17,0.8077777777777778,12.0,0.0,58,0.6551724137931034,1,42.0,66
Low,delivery-platform,mainline_delivery_proxy,shared_platform,release,quality,12,4,0,1,0,0,1,0.0011111111111111111,1,59,4,63,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,75,75,2419.0,4,0.05333333333333334,50,18,0.0,13.0,0.0,59,0.6610169491525424,1,42.0,67
Low,delivery-platform,mainline_delivery_proxy,shared_platform,release,quality,12,4,0,1,0,0,1,0.0011111111111111111,1,59,4,63,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,76,76,2482.0,4,0.05263157894736842,51,18,0.004166666666666667,14.0,0.0,60,0.6666666666666666,1,42.0,67
Low,delivery-platform,mainline_delivery_proxy,shared_platform,release,verification,12,4,0,1,0,0,1,0.0011111111111111111,1,59,4,63,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,77,77,2545.0,4,0.05194805194805195,51,18,0.0,15.0,0.0,61,0.6557377049180327,1,42.0,68
Low,delivery-platform,mainline_delivery_proxy,documentation,main,other,12,4,0,1,0,0,1,0.0005555555555555556,1,1,1,2,1,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,78,78,2608.0,5,0.0641025641025641,51,18,0.24166666666666667,16.0,0.0625,0,0.0,1,42.0,63
Low,delivery-platform,mainline_delivery_proxy,documentation,main,quality,12,4,0,1,0,0,1,0.0008333333333333334,1,1,1,2,1,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,79,79,2610.0,5,0.06329113924050633,51,18,0.0002777777777777778,17.0,0.058823529411764705,1,0.0,1,42.0,64
Low,delivery-platform,mainline_delivery_proxy,documentation,main,verification,12,4,0,1,0,0,1,0.0008333333333333334,1,1,1,2,1,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,80,80,2612.0,5,0.0625,52,19,0.0,18.0,0.05555555555555555,2,0.5,0,130.93,65
Low,delivery-platform,mainline_delivery_proxy,documentation,main,quality,12,4,0,1,0,0,1,0.0008333333333333334,1,1,1,2,1,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,81,81,2614.0,5,0.06172839506172839,52,19,0.0,19.0,0.05263157894736842,3,0.3333333333333333,1,42.0,66
Low,delivery-platform,mainline_delivery_proxy,documentation,main,other,12,4,0,1,0,0,1,0.0008333333333333334,1,1,1,2,1,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,82,82,2616.0,5,0.06097560975609756,52,19,0.0,20.0,0.05,4,0.25,1,42.0,67
Low,delivery-platform,mainline_delivery_proxy,documentation,main,other,12,4,0,1,0,0,1,0.3736111111111111,1,1,1,2,1,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,83,83,2618.0,5,0.060240963855421686,52,19,0.37277777777777776,20.0,0.0,5,0.2,1,42.0,68
Low,observability,mainline_delivery_proxy,shared_platform,main,build,12,4,0,1,0,0,1,0.0008333333333333334,2,1,1,2,1,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,65,65,9481.0,5,0.07692307692307693,38,16,1.2133333333333334,27.0,0.037037037037037035,43,0.6511627906976745,1,42.0,16
Medium,observability,mainline_delivery_proxy,shared_platform,main,verification,12,4,0,1,0,0,1,0.0008333333333333334,2,1,1,2,1,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,66,66,9483.0,5,0.07575757575757576,39,16,0.0,28.0,0.03571428571428571,44,0.6590909090909091,1,42.0,17
Low,observability,mainline_delivery_proxy,shared_platform,main,verification,12,4,0,1,0,0,1,0.0011111111111111111,2,1,1,2,1,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,67,67,9485.0,5,0.07462686567164178,39,16,0.0002777777777777778,29.0,0.034482758620689655,45,0.6444444444444445,1,42.0,18
Low,observability,mainline_delivery_proxy,shared_platform,main,quality,12,4,0,1,0,0,1,0.0011111111111111111,2,1,1,2,1,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,68,68,9487.0,5,0.07352941176470588,39,16,0.0,30.0,0.03333333333333333,46,0.6304347826086957,1,42.0,19
Medium,platform,explicit_deployment_intent,infrastructure,main,deployment,12,4,0,1,0,1,1,0.0016666666666666668,2,389,18,407,20,1.871,2,4,0,1,1,0,0,0,0.0,0,1,0,0,0,9,18,8531.0,0,0.0,9,6,4.885555555555555,108.0,0.009259259259259259,0,0.0,1,21.0,1
Low,delivery-platform,mainline_delivery_proxy,identity_security,main,other,13,4,0,1,0,0,1,0.0011111111111111111,1,1,1,2,1,-0.0,2,5,0,0,0,0,1,0,0.0,1,0,0,0,0,84,84,2620.0,5,0.05952380952380952,52,19,0.5994444444444444,21.0,0.047619047619047616,6,0.3333333333333333,1,42.0,69
Low,delivery-platform,mainline_delivery_proxy,identity_security,main,quality,13,4,0,1,0,0,1,0.0011111111111111111,1,1,1,2,1,-0.0,2,5,0,0,0,0,1,0,0.0,1,0,0,0,0,85,85,2622.0,5,0.058823529411764705,52,19,0.0,22.0,0.045454545454545456,7,0.2857142857142857,1,42.0,70
Low,delivery-platform,mainline_delivery_proxy,identity_security,main,quality,13,4,0,1,0,0,1,0.001388888888888889,1,1,1,2,1,-0.0,2,5,0,0,0,0,1,0,0.0,1,0,0,0,0,86,86,2624.0,5,0.05813953488372093,52,19,0.0002777777777777778,23.0,0.043478260869565216,8,0.25,1,42.0,71
Low,delivery-platform,mainline_delivery_proxy,identity_security,main,verification,13,4,0,1,0,0,1,0.001388888888888889,1,1,1,2,1,-0.0,2,5,0,0,0,0,1,0,0.0,1,0,0,0,0,87,87,2626.0,5,0.05747126436781609,53,19,0.0,24.0,0.041666666666666664,9,0.3333333333333333,1,42.0,72
Low,delivery-platform,mainline_delivery_proxy,identity_security,main,other,13,4,0,1,0,0,1,0.001388888888888889,1,1,1,2,1,-0.0,2,5,0,0,0,0,1,0,0.0,1,0,0,0,0,88,88,2628.0,5,0.056818181818181816,53,19,0.0,25.0,0.04,10,0.3,1,42.0,73
Low,observability,mainline_delivery_proxy,shared_platform,main,quality,14,4,0,1,0,0,1,0.0011111111111111111,2,291,10,301,5,-0.0,1,3,0,0,0,0,0,1,0.6667,0,0,0,0,0,69,69,9489.0,5,0.07246376811594203,40,16,1.2708333333333333,3.0,0.6666666666666666,47,0.6382978723404256,1,42.0,20
Medium,observability,mainline_delivery_proxy,shared_platform,main,build,14,4,0,1,0,0,1,0.0011111111111111111,2,291,10,301,5,-0.0,1,3,0,0,0,0,0,1,0.6667,0,0,0,0,0,70,70,9790.0,5,0.07142857142857142,40,16,0.0,4.0,0.5,48,0.625,1,42.0,21
Medium,observability,mainline_delivery_proxy,shared_platform,main,verification,14,4,0,1,0,0,1,0.0011111111111111111,2,291,10,301,5,-0.0,1,3,0,0,0,0,0,1,0.6667,0,0,0,0,0,71,71,10091.0,5,0.07042253521126761,41,17,0.0,5.0,0.4,49,0.6326530612244898,0,117.77,22
Low,infrastructure,mainline_delivery_proxy,infrastructure,main,verification,15,4,0,1,0,0,1,0.0011111111111111111,2,201,136,337,11,-0.0,1,4,0,1,0,0,0,1,0.1,0,0,0,0,0,37,67,7476.0,0,0.05970149253731343,42,21,12.5875,2.0,0.0,24,0.7916666666666666,1,21.0,1
Medium,infrastructure,mainline_delivery_proxy,infrastructure,main,build,15,4,0,1,0,0,1,0.0011111111111111111,2,201,136,337,11,-0.0,1,4,0,1,0,0,0,1,0.1,0,0,0,0,0,38,68,7813.0,0,0.058823529411764705,43,21,0.0,3.0,0.0,25,0.8,1,24.0,2
Medium,infrastructure,mainline_delivery_proxy,infrastructure,main,verification,15,4,0,1,0,0,1,0.001388888888888889,1,138,14,152,6,0.65,1,4,0,1,0,0,0,1,0.5,0,0,0,0,0,39,69,8150.0,0,0.057971014492753624,44,21,0.019166666666666665,16.0,0.0,26,0.8076923076923077,1,27.0,3
Medium,infrastructure,mainline_delivery_proxy,infrastructure,main,build,15,4,0,1,0,0,1,0.001388888888888889,1,138,14,152,6,0.65,1,4,0,1,0,0,0,1,0.5,0,0,0,0,0,40,70,8302.0,0,0.05714285714285714,45,21,0.0,17.0,0.0,27,0.8148148148148148,1,30.0,4
Medium,infrastructure,mainline_delivery_proxy,infrastructure,main,verification,15,4,0,1,0,0,1,0.0008333333333333334,2,256,69,325,12,0.4138,1,4,0,1,0,0,0,1,0.0909,0,0,0,0,0,41,71,8454.0,0,0.056338028169014086,45,21,0.37444444444444447,4.0,0.0,28,0.7857142857142857,1,33.0,5
Medium,infrastructure,mainline_delivery_proxy,infrastructure,main,build,15,4,0,1,0,0,1,0.0011111111111111111,2,256,69,325,12,0.4138,1,4,0,1,0,0,0,1,0.0909,0,0,0,0,0,42,72,8779.0,0,0.05555555555555555,46,22,0.0002777777777777778,5.0,0.0,29,0.7931034482758621,1,36.0,6
Medium,infrastructure,mainline_delivery_proxy,infrastructure,main,verification,15,4,0,1,0,0,1,0.0008333333333333334,2,250,111,361,12,0.4138,1,4,0,1,0,0,0,1,0.3333,0,0,0,0,0,43,73,9104.0,0,0.0547945205479452,46,22,0.1897222222222222,6.0,0.0,30,0.7666666666666667,1,39.0,7
High,infrastructure,mainline_delivery_proxy,infrastructure,main,build,15,4,0,1,0,0,1,0.0011111111111111111,2,250,111,361,12,0.4138,1,4,0,1,0,0,0,1,0.3333,0,0,0,0,0,44,74,9465.0,0,0.05405405405405406,47,23,0.0002777777777777778,7.0,0.0,31,0.7741935483870968,1,42.0,8
Low,delivery-platform,mainline_delivery_proxy,identity_security,main,other,16,4,0,1,0,0,1,3.3469444444444445,1,1,1,2,1,-0.0,2,5,0,0,0,0,1,0,0.0,1,0,0,0,0,89,89,2630.0,5,0.056179775280898875,53,19,3.3455555555555554,21.0,0.0,11,0.2727272727272727,1,42.0,62
Low,platform,mainline_delivery_proxy,shared_platform,main,other,16,4,0,1,0,0,1,0.4558333333333333,2,438,198,636,33,-0.0,1,3,0,0,0,0,0,1,0.7368,0,0,0,0,0,10,18,8938.0,0,0.0,9,7,3.9852777777777777,5.0,0.0,4,0.5,1,24.0,2
Medium,infrastructure,mainline_delivery_proxy,database,main,verification,16,4,0,1,0,0,1,0.0011111111111111111,1,549,255,804,8,-0.0,1,5,1,0,0,0,0,1,0.6,0,0,0,0,0,45,75,9826.0,0,0.05333333333333334,48,24,1.096111111111111,20.0,0.15,2,1.0,1,42.0,9
High,infrastructure,mainline_delivery_proxy,database,main,build,16,4,0,1,0,0,1,0.001388888888888889,1,549,255,804,8,-0.0,1,5,1,0,0,0,0,1,0.6,0,0,0,0,0,46,76,10630.0,0,0.05263157894736842,48,24,0.0002777777777777778,21.0,0.14285714285714285,3,0.6666666666666666,0,141.84,10
Medium,delivery-platform,mainline_delivery_proxy,api_backend,main,other,17,4,0,1,0,0,1,0.0008333333333333334,1,282,72,354,17,2.0192,1,4,0,0,0,0,0,1,0.1429,0,0,0,0,0,90,90,2632.0,5,0.05555555555555555,53,19,0.8163888888888889,0.0,0.0,4,1.0,1,42.0,54
High,delivery-platform,mainline_delivery_proxy,api_backend,main,quality,17,4,0,1,0,0,1,0.0011111111111111111,1,282,72,354,17,2.0192,1,4,0,0,0,0,0,1,0.1429,0,0,0,0,0,91,91,2986.0,5,0.054945054945054944,53,19,0.0002777777777777778,1.0,0.0,5,0.8,0,111.87,55
High,delivery-platform,mainline_delivery_proxy,api_backend,main,other,17,4,0,1,0,0,1,0.001388888888888889,1,282,72,354,17,2.0192,1,4,0,0,0,0,0,1,0.1429,0,0,0,0,0,92,92,3340.0,5,0.05434782608695652,54,20,0.0002777777777777778,2.0,0.0,6,0.8333333333333334,1,42.0,56
Medium,delivery-platform,mainline_delivery_proxy,api_backend,main,verification,17,4,0,1,0,0,1,0.001388888888888889,1,282,72,354,17,2.0192,1,4,0,0,0,0,0,1,0.1429,0,0,0,0,0,93,93,3694.0,5,0.053763440860215055,55,20,0.0,3.0,0.0,7,0.8571428571428571,1,42.0,57
Medium,delivery-platform,mainline_delivery_proxy,api_backend,main,quality,17,4,0,1,0,0,1,0.0016666666666666668,1,282,72,354,17,2.0192,1,4,0,0,0,0,0,1,0.1429,0,0,0,0,0,94,94,4048.0,5,0.05319148936170213,55,20,0.0002777777777777778,4.0,0.0,8,0.75,1,42.0,58
Medium,delivery-platform,mainline_delivery_proxy,api_backend,main,quality,17,4,0,1,0,0,1,0.0016666666666666668,1,282,72,354,17,2.0192,1,4,0,0,0,0,0,1,0.1429,0,0,0,0,0,95,95,4402.0,5,0.05263157894736842,56,20,0.0,5.0,0.0,9,0.7777777777777778,1,42.0,59
Low,infrastructure,mainline_delivery_proxy,shared_platform,main,build,18,4,0,1,0,0,1,0.0025,2,11,0,11,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,47,77,11434.0,0,0.05194805194805195,49,25,1.0397222222222222,8.0,0.0,22,0.4090909090909091,1,42.0,11
Low,infrastructure,mainline_delivery_proxy,shared_platform,main,verification,18,4,0,1,0,0,1,0.0025,2,11,0,11,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,48,78,11445.0,0,0.05128205128205128,49,25,0.0,9.0,0.0,23,0.391304347826087,1,42.0,12
Low,observability,mainline_delivery_proxy,shared_platform,main,other,18,4,0,1,0,0,1,4.202222222222222,2,291,10,301,5,-0.0,1,3,0,0,0,0,0,1,0.6667,0,0,0,0,0,72,72,10392.0,5,0.06944444444444445,41,17,4.2011111111111115,31.0,0.03225806451612903,50,0.62,1,42.0,16
Low,observability,mainline_delivery_proxy,shared_platform,main,verification,22,4,0,1,1,0,1,8.585277777777778,2,291,10,301,5,-0.0,1,3,0,0,0,0,0,1,0.6667,0,0,0,0,0,73,73,10693.0,5,0.0684931506849315,41,17,4.383055555555556,3.0,0.0,51,0.6078431372549019,1,54.0,16
Low,observability,mainline_delivery_proxy,shared_platform,main,other,23,4,0,1,1,0,1,9.553611111111111,2,291,10,301,5,-0.0,1,3,0,0,0,0,0,1,0.6667,0,0,0,0,0,74,74,10994.0,5,0.06756756756756757,42,17,0.9683333333333334,32.0,0.03125,52,0.6153846153846154,1,54.0,16
Medium,observability,mainline_delivery_proxy,shared_platform,main,verification,3,5,1,0,1,0,1,13.71888888888889,2,291,10,301,5,-0.0,1,3,0,0,0,0,0,1,0.6667,0,0,0,0,0,75,75,11295.0,5,0.06666666666666667,42,17,4.165277777777778,3.0,0.0,53,0.6037735849056604,0,155.11,16
Medium,platform,mainline_delivery_proxy,api_backend,main,other,5,5,1,0,1,0,1,0.7838888888888889,2,3197,1,3198,31,1.211,4,4,0,1,0,0,0,1,0.069,0,0,0,0,0,9,19,8205.0,0,0.0,10,7,13.161666666666667,6.0,0.0,2,0.5,1,46.0,3
Low,observability,mainline_delivery_proxy,documentation,main,quality,8,5,1,0,0,0,1,0.0008333333333333334,2,5,1,6,1,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,76,76,11596.0,5,0.06578947368421052,43,18,4.374444444444444,6.0,0.3333333333333333,4,0.0,1,49.0,15
Low,observability,mainline_delivery_proxy,documentation,main,verification,8,5,1,0,0,0,1,0.0008333333333333334,2,5,1,6,1,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,77,77,11602.0,5,0.06493506493506493,43,18,0.0,7.0,0.2857142857142857,5,0.0,0,140.89,16
Low,observability,mainline_delivery_proxy,documentation,main,build,8,5,1,0,0,0,1,0.0008333333333333334,2,5,1,6,1,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,78,78,11608.0,5,0.0641025641025641,44,18,0.0,8.0,0.25,6,0.16666666666666666,1,49.0,17
Low,observability,mainline_delivery_proxy,documentation,main,verification,8,5,1,0,0,0,1,0.0008333333333333334,2,5,1,6,1,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,79,79,11614.0,5,0.06329113924050633,44,18,0.0,9.0,0.2222222222222222,7,0.14285714285714285,1,49.0,18
Low,observability,mainline_delivery_proxy,shared_platform,main,quality,8,5,1,0,0,0,1,0.0008333333333333334,2,1,1,2,1,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,80,80,11620.0,5,0.0625,44,18,0.4558333333333333,10.0,0.2,54,0.6111111111111112,1,49.0,19
Medium,observability,mainline_delivery_proxy,shared_platform,main,verification,8,5,1,0,0,0,1,0.0008333333333333334,2,1,1,2,1,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,81,81,11622.0,5,0.06172839506172839,44,18,0.0,11.0,0.18181818181818182,55,0.6,0,121.44,20
Medium,observability,mainline_delivery_proxy,shared_platform,main,build,8,5,1,0,0,0,1,0.0008333333333333334,2,1,1,2,1,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,82,82,11624.0,5,0.06097560975609756,45,19,0.0,12.0,0.16666666666666666,56,0.6071428571428571,1,49.0,21
High,observability,mainline_delivery_proxy,shared_platform,main,verification,8,5,1,0,0,0,1,0.0008333333333333334,2,1,1,2,1,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,83,83,11626.0,5,0.060240963855421686,46,19,0.0,13.0,0.15384615384615385,57,0.6140350877192983,0,125.96,22
Low,observability,mainline_delivery_proxy,documentation,main,build,8,5,1,0,0,0,1,0.0008333333333333334,2,1,1,2,1,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,84,84,11628.0,5,0.05952380952380952,47,20,0.022222222222222223,14.0,0.14285714285714285,8,0.125,0,144.76,23
Low,observability,mainline_delivery_proxy,documentation,main,quality,8,5,1,0,0,0,1,0.0008333333333333334,2,1,1,2,1,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,85,85,11630.0,5,0.058823529411764705,48,20,0.0,15.0,0.13333333333333333,9,0.2222222222222222,1,49.0,24
Low,observability,mainline_delivery_proxy,documentation,main,verification,8,5,1,0,0,0,1,0.0008333333333333334,2,1,1,2,1,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,86,86,11632.0,5,0.05813953488372093,48,20,0.0,16.0,0.125,10,0.2,1,49.0,25
Low,data-platform,mainline_delivery_proxy,documentation,main,verification,14,5,1,0,0,0,1,1.4008333333333334,1,329,0,329,5,1.371,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,720.0,0.0,0.0,0,0.0,1,25.0,0
