repo_key,owner,repository,language,deployment_label,deployment_ready,stars,forks,watchers,total_commits,total_issues,total_prs,total_files,size,open_issues,repository_age_days,last_update_days,has_license,has_description,bug_fix_ratio,feature_commit_ratio,refactor_commit_ratio,documentation_commit_ratio,average_commit_length,average_commit_words,author_diversity,commit_frequency,days_since_last_commit,closed_issue_ratio,bug_issue_ratio,average_issue_comments,stale_issue_ratio,merged_pr_ratio,source_code_ratio,documentation_ratio,config_ratio,test_ratio,binary_ratio,has_ci_cd,has_dockerfile,has_contributing_guide,dependency_file_count,max_directory_depth,weekend_commit_ratio,night_commit_ratio,average_issue_resolution_days,average_merge_days,language_diversity,average_directory_depth,average_file_size
guanshuicheng_invoice,guanshuicheng,invoice,C,Not Ready,0,1975,453,1975,30,20,12,100,7969,32,2538,2,1,1,0.0,0.3333,0.0,0.5667,36.8333,3.6667,2,0.0118,673,0.25,0.45,0.85,1.0,0.0833,0.49,0.04,0.02,0.0,0.01,0,0,0,0,2,0.1333,0.2333,19.4,126.0,3,1.65,46272.88
CITGuru_PyInquirer,CITGuru,PyInquirer,Python,Not Ready,0,1997,228,1997,30,20,20,68,275,110,2952,3,1,1,0.3333,0.2,0.0,0.3,56.5333,7.4667,7,0.0102,1916,0.1,0.3,1.65,1.0,0.0,0.4118,0.1765,0.0588,0.2794,0.1176,1,0,0,1,2,0.3,0.2667,424.0,0.0,1,1.1029,3360.0735
budziq_rust-skeptic,budziq,rust-skeptic,Rust,Not Ready,0,299,45,299,30,20,20,22,233,37,4013,50,1,1,0.2333,0.0,0.0,0.0333,33.8,5.2333,4,0.0075,1208,0.3,0.55,2.1,1.0,0.45,0.0909,0.0909,0.1818,0.3182,0.0,1,0,0,3,2,0.0333,0.0333,35.3333,60.0,1,0.9545,2711.5455
whomwah_rqrcode,whomwah,rqrcode,Ruby,Production Ready,1,1998,241,1998,30,20,20,41,595,0,6675,0,1,1,0.0667,0.2333,0.1333,0.2333,119.7667,15.6667,4,0.0045,42,1.0,0.35,1.35,0.0,0.95,0.3659,0.0732,0.0244,0.2195,0.0732,1,0,0,1,3,0.0,0.1,25.5,10.8947,1,1.1951,6263.8049
rdegges_ipify-api,rdegges,ipify-api,Go,Not Ready,0,1979,245,1979,30,20,16,24,113,55,4575,3,1,1,0.3667,0.3667,0.0,0.0333,32.6333,4.9333,3,0.0066,3109,0.25,0.45,0.95,1.0,0.125,0.375,0.25,0.0417,0.0,0.0,1,0,0,0,4,0.2,0.8,20.4,15.5,1,2.0417,3122.5
bfansports_CloudTranscode,bfansports,CloudTranscode,PHP,Production Ready,1,299,57,299,30,14,20,37,4180,2,4566,27,1,1,0.6333,0.4667,0.0667,0.1,121.3,12.1,3,0.0066,77,1.0,0.0,4.4286,0.0,0.75,0.3243,0.0811,0.0811,0.0,0.0,1,1,1,1,3,0.0,0.0333,71.9286,171.2,2,1.1351,5487.7568
google-gemini_gemini-cli,google-gemini,gemini-cli,TypeScript,Not Ready,0,105974,14252,105974,30,20,20,100,100733,1379,452,0,1,1,0.5333,0.1667,0.0333,0.0,102.2667,10.5,10,0.0664,0,0.0,0.7,1.8,0.0,0.15,0.01,0.0,0.02,0.04,0.0,1,0,0,0,4,0.0,0.2333,0.0,0.0,2,2.44,4063.5
NickeManarin_ScreenToGif,NickeManarin,ScreenToGif,C#,Not Ready,0,27277,2340,27277,30,20,20,100,26329,325,3633,0,1,1,0.2,0.2,0.0,0.0,43.7667,6.7,3,0.0083,113,0.3,0.45,1.6,0.2857,0.7,0.69,0.03,0.03,0.02,0.01,1,0,1,0,3,0.3667,0.6,3.5,30.8571,1,2.24,5739.55
myrtille-rdp_myrtille,myrtille-rdp,myrtille,C#,Not Ready,0,1969,392,1969,30,20,20,100,60247,76,3777,0,1,1,0.3333,0.0667,0.0333,0.1667,123.7333,18.9,3,0.0079,1816,0.0,0.35,1.85,0.85,0.25,0.54,0.02,0.02,0.0,0.1,0,1,0,0,2,0.5667,0.1667,0.0,14.6,3,1.52,61900.1
nntaoli-project_goex,nntaoli-project,goex,Go,Production Ready,1,1991,646,1991,30,20,20,54,2181,1,3700,0,1,1,0.1333,0.1,0.1333,0.1667,48.3667,5.8,5,0.0081,19,1.0,0.15,1.9,0.0,0.7,0.8333,0.037,0.0185,0.0,0.0185,1,0,0,1,3,0.1,0.2667,74.8,1.2857,1,1.4815,3365.2407
bdejong_smartelectronix,bdejong,smartelectronix,C++,Production Ready,1,300,55,300,30,20,20,100,11281,1,3712,8,1,1,0.4,0.5667,0.1333,0.0667,330.0,43.2,2,0.0081,89,0.95,0.3,4.5,1.0,0.85,0.3,0.04,0.08,0.0,0.22,1,0,0,0,3,0.0,0.1,750.7368,237.8824,1,2.28,12775.27
evoluteur_colorpicker,evoluteur,colorpicker,JavaScript,Not Ready,0,300,123,300,30,20,20,27,458,6,5153,5,1,1,0.1667,0.2667,0.1,0.0667,38.1,5.7,2,0.0058,8,0.75,0.4,0.9,1.0,0.4,0.1111,0.037,0.1111,0.037,0.2593,1,0,0,2,2,0.4333,0.4333,325.0667,17.5,3,0.5556,4951.4074
noborus_ov,noborus,ov,Go,Production Ready,1,1982,45,1982,30,20,20,100,13428,24,2305,0,1,1,0.3333,0.1667,0.0667,0.2333,114.2667,15.9,1,0.013,2,0.75,0.05,2.6,1.0,0.95,0.44,0.18,0.03,0.23,0.15,1,0,0,1,2,0.3333,0.6667,22.7333,0.2632,1,0.9,22697.04
mizzy_specinfra,mizzy,specinfra,Ruby,Needs Improvements,1,300,338,300,30,0,20,100,1818,2,4611,9,1,1,0.2333,0.2667,0.0,0.0333,706.3667,70.3333,8,0.0065,9,0.0,0.0,0.0,0.0,1.0,0.01,0.01,0.01,0.91,0.0,1,0,0,1,5,0.2333,0.7,0.0,1.6,1,3.74,884.68
SapuSeven_BetterUntis,SapuSeven,BetterUntis,Kotlin,Needs Improvements,1,300,39,300,30,20,20,100,54843,40,2651,5,1,1,0.3667,0.1667,0.0667,0.1,97.0,12.6333,2,0.0113,85,0.15,0.3,1.9,1.0,0.85,0.77,0.02,0.03,0.09,0.0,1,0,0,1,11,0.5,0.2667,1.0,26.7647,1,8.41,1670.63
stefro_laravel-lang-country,stefro,laravel-lang-country,PHP,Production Ready,1,299,30,299,30,12,20,94,1250,0,2997,4,1,1,0.1,0.5333,0.0,0.0333,136.8,14.9667,10,0.01,87,1.0,0.4167,2.8333,0.0,0.9,0.1383,0.2234,0.0532,0.1277,0.0426,1,0,1,2,4,0.2,0.0,16.3333,0.0,1,1.6915,22166.4362
NousResearch_hermes-agent,NousResearch,hermes-agent,Python,Production Ready,1,214502,39869,214502,30,20,20,100,494660,24643,356,0,1,1,0.8333,0.4333,0.0667,0.0,457.1667,61.9333,11,0.0843,0,0.0,0.9,0.2,0.0,0.0,0.45,0.03,0.03,0.02,0.08,1,1,1,0,3,0.0,0.2333,0.0,0.0,1,1.21,37804.34
doocs_advanced-java,doocs,advanced-java,Java,Production Ready,1,79001,19192,79001,30,20,20,100,34444,1,2837,0,1,1,0.1,0.1667,0.0,0.1333,57.9,8.1333,7,0.0106,19,0.95,0.1,3.25,0.0,0.45,0.01,0.94,0.01,0.01,0.43,1,0,0,0,3,0.3333,0.3667,146.4737,2.7778,2,2.35,22521.3
halilozercan_madewithcompose,halilozercan,madewithcompose,Kotlin,Needs Improvements,1,297,14,297,25,2,2,100,303,1,1875,13,0,1,0.08,0.32,0.08,0.24,56.04,7.8,2,0.0133,1009,0.5,0.5,2.0,1.0,1.0,0.4,0.01,0.09,0.02,0.02,0,0,0,0,9,0.32,0.2,25.0,0.0,1,4.76,3181.29
SwiftUIX_Coordinator,SwiftUIX,Coordinator,Swift,Not Ready,0,297,32,297,30,11,2,21,106,8,2258,8,1,1,0.1,0.0,0.1,0.0,15.5,2.3,1,0.0133,691,0.4545,0.5455,2.0909,1.0,0.0,0.8571,0.0952,0.0476,0.0,0.0,0,0,0,0,4,0.2,0.2,215.2,0.0,1,2.5238,2719.1429
adamchainz_django-htmx,adamchainz,django-htmx,JavaScript,Production Ready,1,1998,155,1998,30,20,20,75,1740,14,2094,0,1,1,0.0667,0.2333,0.1,0.1333,477.5333,38.1667,3,0.0143,1,0.75,0.6,2.75,1.0,0.7,0.3333,0.1733,0.0667,0.1333,0.0133,1,0,0,1,4,0.3667,0.3667,31.7333,1.4286,4,1.72,9050.8267
frederik-h_acer-wmi-battery,frederik-h,acer-wmi-battery,C,Not Ready,0,300,49,300,27,20,20,6,24,63,1504,0,1,1,0.1852,0.4815,0.0,0.3333,87.5185,13.1481,8,0.018,169,0.05,0.1,0.2,0.2632,0.35,0.1667,0.3333,0.3333,0.0,0.0,0,0,0,0,0,0.6296,0.1111,16.0,56.4286,1,0.0,5695.8333
neoforged_NeoForge,neoforged,NeoForge,Java,Not Ready,0,1981,317,1981,30,20,20,100,133085,178,1101,0,1,1,0.4,0.2,0.0667,0.0,68.7667,9.6667,9,0.0272,0,0.2,0.95,1.0,0.0,0.35,0.49,0.1,0.06,0.06,0.05,1,0,1,3,9,0.4333,0.2333,1.75,1.1429,1,4.91,4908.45
krahets_hello-algo,krahets,hello-algo,Java,Production Ready,1,128477,15419,128477,30,20,20,100,464747,38,1347,0,1,1,0.4667,0.3,0.1333,0.5333,229.6667,36.2,6,0.0223,86,0.65,0.3,1.2,0.2857,0.5,0.64,0.02,0.18,0.02,0.0,1,1,0,0,3,0.2333,0.1667,14.5385,0.1,1,2.66,2142.88
liberapay_liberapay.com,liberapay,liberapay.com,Python,Not Ready,0,1995,257,1995,30,20,20,100,155099,532,4070,1,0,1,0.1,0.1667,0.0333,0.0,97.3333,10.6333,20,0.0074,21,0.35,0.35,0.9,0.5385,0.25,0.07,0.02,0.04,0.01,0.0,1,0,1,0,3,0.6,0.5667,0.2857,3.4,3,1.29,83853.49
clash-verge-rev_clash-verge-rev,clash-verge-rev,clash-verge-rev,TypeScript,Production Ready,1,131396,9503,131396,30,20,20,100,76872,418,965,0,1,1,0.5667,0.1333,0.3,0.0333,138.2333,16.1667,8,0.0311,0,0.65,0.8,2.55,0.0,0.55,0.11,0.13,0.12,0.03,0.02,1,0,1,8,3,0.4333,0.4,0.8462,0.9091,3,1.51,16894.16
Gururagavendra_gmail-cleaner,Gururagavendra,gmail-cleaner,Python,Needs Improvements,1,1999,123,1999,30,20,20,99,20116,27,226,0,1,1,0.6,0.0667,0.0333,0.2667,72.9,10.6667,3,0.1327,28,0.25,0.5,1.4,0.5333,0.45,0.3232,0.0808,0.0404,0.3333,0.0404,1,1,1,1,4,0.2,0.0667,32.6,0.0,4,1.899,428387.5859
protocolbuffers_protobuf,protocolbuffers,protobuf,C++,Production Ready,1,71493,16181,71493,30,20,20,100,232107,271,4339,0,1,1,0.3,0.1667,0.1333,0.0333,285.3333,33.5667,12,0.0069,0,0.65,0.7,1.65,0.0,0.2,0.01,0.08,0.03,0.21,0.0,1,0,1,0,5,0.0,0.4333,5.3077,0.0,3,1.6,3383.38
StanfordBDHG_HealthGPT,StanfordBDHG,HealthGPT,Swift,Needs Improvements,1,1956,185,1956,30,20,20,84,9323,12,1183,0,1,1,0.1333,0.3333,0.1,0.2,367.7,39.2667,7,0.0254,0,0.55,0.3,1.7,1.0,0.7,0.3571,0.0357,0.0476,0.0833,0.0952,1,1,0,0,4,0.1667,0.4333,90.0909,11.7857,1,1.6667,22252.2024
JasonQS_Anti-recall,JasonQS,Anti-recall,Java,Not Ready,0,1975,260,1975,30,20,4,100,35161,14,3433,1,1,1,0.1,0.1,0.0,0.4667,21.2,2.6,2,0.0087,1243,0.55,0.0,1.45,1.0,0.5,0.38,0.02,0.03,0.0,0.08,0,0,0,1,9,0.1,0.2,372.0,0.0,1,5.96,7641.27
gagliardetto_anchor-go,gagliardetto,anchor-go,Go,Not Ready,0,299,100,299,30,20,20,100,3915,32,1805,7,1,1,0.2333,0.2667,0.0333,0.0667,29.9,4.3,3,0.0166,323,0.3,0.7,1.65,1.0,0.2,0.31,0.02,0.03,0.64,0.0,1,0,0,1,3,0.2667,0.1333,147.6667,11.25,1,2.16,2202.17
seomoz_qless,seomoz,qless,Ruby,Not Ready,0,300,73,300,30,20,20,100,1847,54,5248,31,1,1,0.3333,0.1667,0.0,0.0333,56.8,8.1667,4,0.0057,165,0.3,0.55,2.15,1.0,0.3,0.36,0.02,0.01,0.04,0.03,1,0,0,1,6,0.0,0.3333,2.8333,10.8333,4,3.17,8784.84
snapotter-hq_SnapOtter,snapotter-hq,SnapOtter,TypeScript,Production Ready,1,1988,88,1988,30,20,20,100,208339,31,106,0,1,1,0.4,0.4333,0.0,0.3667,490.1333,57.9,3,0.283,0,0.65,0.9,1.75,0.0,0.85,0.02,0.06,0.03,0.02,0.04,1,0,1,1,5,0.5333,0.2,2.4615,0.0,2,2.33,6426.0
anuraghazra_github-readme-stats,anuraghazra,github-readme-stats,JavaScript,Needs Improvements,1,79792,35157,79792,30,20,20,100,7741,288,2195,0,1,1,0.3,0.8,0.0333,0.2667,594.8667,38.2333,5,0.0137,14,0.4,0.9,3.25,0.4167,0.05,0.5,0.03,0.04,0.07,0.01,1,0,1,1,2,0.6667,0.0333,13.0,21.0,4,1.35,9274.81
insomniacslk_dublin-traceroute,insomniacslk,dublin-traceroute,Go,Needs Improvements,1,299,59,299,30,20,20,86,9520,28,3932,1,1,1,0.2667,0.4333,0.0333,0.0667,290.5333,35.4333,3,0.0076,45,0.2,0.55,1.4,1.0,0.55,0.2209,0.1744,0.0698,0.2209,0.0465,1,1,0,1,4,0.1333,0.2333,49.75,3.0909,5,1.814,8004.7093
tensorflow_tensorflow,tensorflow,tensorflow,C++,Production Ready,1,196327,75535,196327,30,20,20,100,1346421,2668,3902,0,1,1,0.2667,0.4667,0.0667,0.0,218.2667,28.2,14,0.0077,0,0.15,0.95,0.85,0.0,0.1,0.01,0.08,0.04,0.0,0.0,1,1,1,0,5,0.0,0.5667,0.0,0.0,2,2.26,10707.59
cage-kiosk_cage,cage-kiosk,cage,C,Not Ready,0,1974,132,1974,30,20,20,28,385,124,2790,0,1,1,0.2333,0.1667,0.0333,0.0,106.0333,14.1,9,0.0108,13,0.55,0.55,1.55,0.3333,0.5,0.25,0.0714,0.0357,0.0,0.0,1,0,0,0,2,0.3,0.2,5.3636,17.4,1,0.2143,4070.3571
mfontanini_libtins,mfontanini,libtins,C++,Not Ready,0,1989,400,1989,30,20,20,100,5771,174,4615,1,1,1,0.3,0.3667,0.0,0.0,165.0,23.4,13,0.0065,214,0.1,0.55,1.05,0.9444,0.25,0.16,0.05,0.03,0.27,0.0,1,0,1,0,3,0.5333,0.3,4.0,19.4,1,1.99,6197.96
phanbook_phanbook,phanbook,phanbook,PHP,Not Ready,0,298,67,298,30,20,20,100,8997,13,4066,36,1,1,0.3667,0.4333,0.0,0.0,129.8,9.8667,3,0.0074,271,0.65,0.5,3.0,1.0,0.85,0.08,0.03,0.13,0.0,0.31,1,0,0,1,7,0.2,0.2667,175.8462,64.1765,3,3.39,17733.01
CodeZeno_Claude-Code-Usage-Monitor,CodeZeno,Claude-Code-Usage-Monitor,Rust,Needs Improvements,1,300,71,300,30,20,20,38,158,25,137,0,1,1,0.2333,0.3667,0.0,0.0333,88.2333,12.8,6,0.219,24,0.45,0.4,1.15,0.0,0.2,0.5526,0.0526,0.0789,0.0,0.2632,1,0,0,1,2,0.5667,0.5667,1.5556,2.5,1,1.3947,10205.3158
mui_material-ui,mui,material-ui,JavaScript,Production Ready,1,98582,32572,98582,30,20,20,100,741955,1523,4347,0,1,1,0.1333,0.0,0.0,0.1333,129.2667,9.5,9,0.0069,0,0.45,0.55,2.85,0.0,0.75,0.0,0.54,0.03,0.0,0.0,1,0,1,0,5,0.0,0.1333,2.2222,1.1333,3,2.83,16804.77
rails_rails,rails,rails,Ruby,Production Ready,1,58802,22430,58802,30,20,20,100,285520,1564,6668,0,1,1,0.6333,0.1333,0.0667,0.0333,282.0333,38.7667,11,0.0045,0,0.2,0.8,0.9,0.0,0.35,0.5,0.05,0.05,0.08,0.0,1,1,1,1,5,0.7667,0.2667,1.75,0.0,3,2.49,3007.57
kingToolbox_WindTerm,kingToolbox,WindTerm,C,Not Ready,0,31626,2404,31626,30,20,9,100,18742,2429,2469,0,0,1,0.1667,0.6333,0.0,0.0667,44.0,7.4333,3,0.0122,518,0.0,0.35,0.7,0.0,0.1111,0.46,0.03,0.02,0.01,0.04,0,0,0,0,4,0.2667,0.2,0.0,3.0,4,2.45,42152.71
denglj_aiotutorial,denglj,aiotutorial,Python,Not Ready,0,300,62,300,5,20,0,8,6,21,3270,28,0,1,0.0,0.4,0.0,0.6,19.6,3.0,2,0.0015,912,0.05,0.05,1.25,1.0,0.0,0.875,0.125,0.0,0.0,0.0,0,0,0,0,1,0.2,0.2,2.0,0.0,1,0.875,1354.75
utmapp_UTM,utmapp,UTM,Swift,Not Ready,0,34686,1755,34686,30,20,20,100,50567,1079,2649,0,1,1,0.5,0.3333,0.0333,0.1,110.1,16.1,9,0.0113,35,0.2,0.75,0.6,0.0,0.2,0.33,0.01,0.01,0.0,0.2,1,0,1,0,3,0.5,0.1667,0.0,10.5,1,1.29,18151.64
filby89_spectre,filby89,spectre,Python,Needs Improvements,1,300,28,300,30,20,3,62,17861,2,1453,10,1,1,0.1333,0.5667,0.0,0.2667,34.3333,4.7333,6,0.0206,476,0.95,0.25,2.15,1.0,0.6667,0.4355,0.0323,0.0323,0.0645,0.2903,0,0,0,1,2,0.4,0.2,115.2632,28.5,2,1.2097,398908.2742
curl_curl,curl,curl,C,Needs Improvements,1,42407,7264,42407,30,20,20,100,141913,69,5961,0,1,1,0.4333,0.2667,0.0,0.0667,303.4333,43.3667,9,0.005,0,0.65,0.7,2.6,0.0,0.0,0.0,0.03,0.06,0.02,0.0,1,1,1,1,2,0.2333,0.1333,1.8462,0.0,2,1.25,6311.78
AIoT-MLSys-Lab_SVD-LLM,AIoT-MLSys-Lab,SVD-LLM,Python,Needs Improvements,1,300,47,300,30,20,3,36,1087,32,853,4,1,1,0.1333,0.0333,0.0,0.6667,27.7,3.8,5,0.0352,320,0.0,0.2,0.35,0.95,1.0,0.75,0.0556,0.0556,0.0,0.0833,0,0,0,1,3,0.0333,0.2333,0.0,14.0,2,1.4167,29245.75
feldera_feldera,feldera,feldera,Rust,Production Ready,1,1988,140,1988,30,20,20,100,231607,516,1159,0,1,1,0.3,0.5,0.0667,0.0667,316.7333,42.8,10,0.0259,0,0.5,0.2,1.05,0.0,0.6,0.02,0.09,0.13,0.08,0.02,1,1,1,1,5,0.1,0.2667,5.8,1.25,4,2.38,76495.22
freeCodeCamp_devdocs,freeCodeCamp,devdocs,Ruby,Production Ready,1,39182,2611,39182,30,20,20,100,32793,227,4645,0,1,1,0.0667,0.4,0.0,0.4667,154.6333,21.8333,3,0.0065,0,0.55,0.6,1.4,0.4444,0.9,0.65,0.03,0.04,0.01,0.0,1,1,1,1,4,0.5333,0.0,22.8182,7.1111,1,2.56,6274.01
nathanfranke_gdextension,nathanfranke,gdextension,C++,Not Ready,0,299,34,299,30,7,6,23,86,2,1493,10,1,1,0.2333,0.0333,0.0,0.2,39.2,5.4,3,0.0201,563,0.7143,0.7143,2.8571,1.0,0.5,0.1304,0.087,0.2174,0.087,0.0435,1,0,0,0,4,0.1667,0.2333,209.8,0.6667,1,1.087,1128.5652
Homebrew_brew,Homebrew,brew,Ruby,Production Ready,1,48820,11232,48820,30,20,20,100,119624,20,3782,0,1,1,0.4,0.1333,0.0,0.0,150.3667,18.2,5,0.0079,0,0.9,0.65,1.7,0.0,0.6,0.01,0.0,0.03,0.13,0.0,1,0,0,0,3,0.0333,0.3,0.1111,0.0,2,1.79,2548.35
UtopiaKernel_utopia_2026,UtopiaKernel,utopia_2026,C,Not Ready,0,300,11,300,5,5,0,75,39387,2,126,1,1,0,0.0,0.6,0.0,0.0,236.6,30.8,1,0.0397,125,0.6,0.2,0.4,0.0,0.0,0.04,0.0267,0.04,0.0,0.0267,0,0,0,1,5,0.0,0.0,55.3333,0.0,2,3.0667,374808.1867
hfutrell_BezierKit,hfutrell,BezierKit,Swift,Production Ready,1,300,32,300,30,20,20,88,2416,19,3545,21,1,1,0.6667,0.5667,0.3,0.0667,958.0,116.9667,1,0.0085,25,0.7,0.3,4.55,0.5,0.45,0.3409,0.0227,0.0114,0.3864,0.0455,1,0,0,0,4,0.0667,0.4667,935.4286,7.2222,1,1.9886,10394.3636
symfony_symfony,symfony,symfony,PHP,Needs Improvements,1,31100,9847,31100,30,20,20,100,330347,605,6034,0,1,1,0.9667,0.5,0.0,0.0667,826.4667,117.8333,4,0.005,2,0.2,0.7,1.2,0.0,0.15,0.45,0.06,0.06,0.05,0.0,1,0,1,2,7,0.3667,0.0,3.25,0.0,1,2.71,6086.66
getsentry_rb,getsentry,rb,Python,Needs Improvements,1,300,30,300,30,11,20,40,376,9,3987,38,1,1,0.1333,0.2667,0.0,0.0333,66.5333,8.8333,11,0.0075,41,0.4545,0.5455,1.3636,1.0,0.85,0.25,0.25,0.1,0.225,0.05,1,0,0,0,4,0.0,0.3,39.2,0.5882,3,1.05,10113.15
EgeBalci_sgn,EgeBalci,sgn,Go,Needs Improvements,1,1985,247,1985,30,20,6,26,895,2,2448,0,1,1,0.3333,0.1667,0.1667,0.1333,99.7667,13.4333,2,0.0123,73,0.9,0.5,2.55,1.0,0.8333,0.3462,0.0769,0.1154,0.0769,0.1923,1,1,0,1,2,0.1667,0.1333,31.0,22.0,2,0.6923,40549.6923
fruitcake_laravel-debugbar,fruitcake,laravel-debugbar,PHP,Production Ready,1,19270,1613,19270,30,20,20,100,15535,78,4694,0,1,1,0.3667,0.2667,0.0333,0.1333,163.6,19.1333,10,0.0064,3,0.7,0.95,2.8,0.3333,0.8,0.22,0.5,0.05,0.03,0.39,1,0,0,2,4,0.1667,0.0,7.8571,0.0625,5,1.54,89307.68
AppFlowy-IO_AppFlowy-Web,AppFlowy-IO,AppFlowy-Web,TypeScript,Production Ready,1,300,149,300,30,20,20,100,18521,35,575,2,1,1,0.8333,0.3,0.0667,0.1333,527.9333,74.4667,4,0.0522,2,0.3,0.7,0.55,0.2143,0.7,0.34,0.03,0.03,0.11,0.0,1,1,0,1,4,0.2,0.3333,26.8333,0.2857,4,1.83,5782.49
KasperskyLab_Kaspresso,KasperskyLab,Kaspresso,Kotlin,Production Ready,1,1924,181,1924,30,20,20,100,122982,52,2496,0,1,1,0.6,0.3667,0.0667,0.1667,128.5667,18.0,8,0.012,39,0.65,0.45,0.65,0.7143,0.75,0.58,0.01,0.04,0.09,0.0,1,0,0,0,11,0.0333,0.0,154.6923,42.2667,1,7.13,3371.84
KhronosGroup_OpenCL-ICD-Loader,KhronosGroup,OpenCL-ICD-Loader,C,Needs Improvements,1,299,169,299,30,20,20,98,472,56,3906,27,1,1,0.3333,0.3333,0.0,0.0333,147.3667,17.1667,11,0.0077,27,0.25,0.6,1.35,0.9333,0.75,0.1735,0.0408,0.1224,0.4388,0.0,1,0,0,0,3,0.0667,0.2333,66.8,13.8,2,1.6327,9386.8265
eosphoros-ai_DB-GPT-Hub,eosphoros-ai,DB-GPT-Hub,Python,Production Ready,1,1997,250,1997,30,20,20,100,64065,73,1138,6,1,1,0.1667,0.4333,0.0,0.1,73.9333,8.3333,14,0.0264,377,0.25,0.4,0.65,1.0,0.75,0.54,0.03,0.03,0.02,0.02,1,0,0,0,9,0.1333,0.5,1.4,3.3333,3,4.59,481520.3
akarnokd_open-ig,akarnokd,open-ig,Java,Needs Improvements,1,300,61,300,30,20,20,100,2141770,170,4138,7,1,1,0.3333,0.1667,0.1,0.0667,69.1667,9.2,4,0.0072,27,0.45,0.15,0.75,1.0,1.0,0.01,0.01,0.01,0.01,0.81,1,0,0,0,3,0.2,0.0333,0.0,0.25,1,2.56,567051.89
WordPress_WordPress,WordPress,WordPress,PHP,Not Ready,0,21258,12948,21258,30,0,0,100,663802,3,5339,0,1,1,0.7333,0.7333,0.1,0.1667,723.2,79.1333,8,0.0056,0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0,0,0,0,4,0.0333,0.3,0.0,0.0,4,2.64,19182.94
react_react-native,react,react-native,C++,Production Ready,1,126196,25181,126196,30,20,20,100,973181,1028,4203,0,1,1,0.9333,0.4,0.1,0.2,1528.6,132.9,14,0.0071,0,0.15,0.95,1.05,0.0,0.05,0.18,0.05,0.03,0.16,0.0,1,0,1,1,3,0.0667,0.2,0.3333,0.0,2,1.74,19455.08
ZJULearning_efanna,ZJULearning,efanna,C++,Needs Improvements,1,299,59,299,30,7,1,32,669,1,3602,40,1,1,0.2,0.0,0.0,0.4667,19.4667,3.0667,5,0.0083,42,0.8571,0.4286,3.0,1.0,1.0,0.0,0.125,0.0625,0.0,0.0312,0,0,0,0,2,0.2667,0.4667,341.5,0.0,1,0.9062,12260.4375
endlessm_linux,endlessm,linux,C,Not Ready,0,300,602,300,30,0,20,100,3381244,0,4437,13,1,1,0.3333,0.4667,0.0667,0.0,789.3,90.9,8,0.0068,91,0.0,0.0,0.0,0.0,0.85,0.0,0.01,0.04,0.0,0.0,0,0,0,0,3,0.0,0.1667,0.0,0.2941,0,2.56,5856.36
asaskevich_EventBus,asaskevich,EventBus,Go,Not Ready,0,1980,243,1980,30,20,20,9,47,28,4224,2,1,1,0.7,0.1667,0.1,0.1333,117.9333,15.9333,13,0.0071,2135,0.15,0.45,0.9,1.0,0.2,0.4444,0.2222,0.0,0.2222,0.0,1,0,0,0,0,0.0667,0.2,163.3333,188.5,1,0.0,3001.8889
nicolaslopezj_searchable,nicolaslopezj,searchable,PHP,Not Ready,0,1997,291,1997,30,20,20,5,118,108,4410,18,1,1,0.2667,0.0667,0.0,0.0,64.2333,9.6333,12,0.0068,353,0.35,0.3,1.8,1.0,0.45,0.2,0.2,0.2,0.0,0.0,0,0,0,1,1,0.1,0.1667,17.5714,50.4444,1,0.2,3924.6
guzzle_guzzle,guzzle,guzzle,PHP,Production Ready,1,23453,2390,23453,30,20,20,100,13375,6,5615,0,1,1,0.1333,0.0333,0.0,0.0667,77.0,11.3667,1,0.0053,1,0.95,0.7,3.3,0.0,0.85,0.48,0.11,0.06,0.26,0.01,1,1,0,1,3,0.6667,0.5333,2.8947,0.0,1,1.4,14301.27
FFmpeg_FFmpeg,FFmpeg,FFmpeg,C,Not Ready,0,62041,14004,62041,30,0,0,100,489158,3,5569,0,1,1,0.3667,0.3,0.0,0.0667,184.4667,22.4,6,0.0054,0,0.0,0.0,0.0,0.0,0.0,0.27,0.03,0.08,0.01,0.0,0,0,1,0,3,0.4333,0.6,0.0,0.0,5,1.37,16194.12
intel_isa-l_crypto,intel,isa-l_crypto,C,Not Ready,0,300,92,300,30,20,20,100,3633,25,3749,3,1,0,0.3333,0.4667,0.0,0.0667,235.3667,28.8333,7,0.008,33,0.7,0.7,2.65,1.0,0.0,0.09,0.03,0.02,0.03,0.0,1,0,1,0,2,0.0,0.0333,79.8571,0.0,1,1.28,43239.05
futo-org_voice-input,futo-org,voice-input,C,Not Ready,0,300,15,300,30,20,2,100,95125,113,1012,0,1,1,0.2667,0.1333,0.0,0.0333,25.3667,4.0667,2,0.0296,300,0.2,0.55,2.45,0.6875,0.0,0.54,0.02,0.04,0.04,0.01,1,0,0,1,9,0.2333,0.0333,2.0,0.0,4,5.72,467872.99
nextcloud_server,nextcloud,server,PHP,Not Ready,0,36138,5064,36138,30,20,20,100,6750597,3479,3694,0,1,1,0.4333,0.3,0.1,0.0333,223.4333,17.4,12,0.0081,0,0.2,0.75,1.15,0.0,0.05,0.02,0.02,0.05,0.01,0.0,1,1,1,0,2,0.3,0.2333,1.0,0.0,2,1.47,3137.99
